itemid,value,valuenum,valueuom,warning,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
226504,2.6,2.6,ug/mL,1.0,Phenytoin (Free),Phenytoin (Free),chartevents,Labs,,Numeric,,
224062,Increased Visibility,,,0.0,Less Restrictive Measures (Acute Med/Surgical),Less Restrictive Measures (Acute M/S),chartevents,Restraint/Support Systems,,Text,,
224063,Soft Limb,,,0.0,Restraint Type,Restraint Type,chartevents,Restraint/Support Systems,,Text,,
224064,Both Arms,,,0.0,Restraint Location_V1,Restraint Location_V1,chartevents,Restraint/Support Systems,,Text,,
224854,Protection of Lines and Tubes,,,0.0,Reason for Restraint (Acute Medical/Surgical)_V1,Reason for Restraint (Acute M/S)_V1,chartevents,Restraint/Support Systems,,Text,,
224855,0,0.0,,0.0,Patient/Family Informed_V1,Patient/Family Informed_V1,chartevents,Restraint/Support Systems,,Checkbox,,
224068,Restraint Reapplied,,,0.0,Restraints Evaluated_V1,Restraints Evaluated_V1,chartevents,Restraint/Support Systems,,Text,,
224069,All rails up,,,0.0,Side Rails_V1,Side Rails_V1,chartevents,Restraint/Support Systems,,Text,,
227348,1,1.0,,0.0,Low risk (25-50) interventions,Low risk (25-50) interventions,chartevents,Restraint/Support Systems,,Checkbox,,
224814,Auscultation,,,0.0,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,
228939,Not Met,,,0.0,Post-op Care NCP - Outcomes met,Post-op Care NCP - Outcomes met,chartevents,Care Plans,,Text,,
224749,20,20.0,ppm,0.0,Nitric Oxide,Nitric Oxide,chartevents,Respiratory,ppm,Numeric,,
224750,1200,1200.0,psi,0.0,Nitric Oxide Tank Pressure,Nitric Oxide Tank Pressure,chartevents,Respiratory,psi,Numeric,,
228641,Tenuous respiratory status,,,0.0,EtCO2 Clinical indication,EtCO2 Clinical indication,chartevents,Routine Vital Signs,,Text,,
229988,1,1.0,,0.0,Circuit changed (Anes),Circuit changed (Anes),chartevents,Respiratory,,Checkbox,,
224856,0,0.0,,0.0,Restraints Ordered,Restraints Ordered,chartevents,Restraint/Support Systems,,Checkbox,,
230116,Propofol,,,0.0,Sedatives,Sedatives,chartevents,Block Charting Note,,Text,,
229993,0,0.0,,0.0,Vaporizer filled (Anes),Vaporizer filled (Anes),chartevents,Respiratory,,Checkbox,,
227815,WNL,,,0.0,Site Appearance - Adjunctive Pain Management,Site Appearance,chartevents,Pain/Sedation,,Text,,
229082,House Staff,,,0.0,Rounds included,Rounds included,chartevents,MD Progress Note,,Text,,
227808,10 liters,,,1.0,Heliox,Heliox,chartevents,Respiratory,,Text,,
225807,3100,3100.0,mL,0.0,Volume Out (PD),Volume Out (PD),chartevents,Dialysis,mL,Numeric,,
225953,1.5% Dextrose ,,,0.0,Solution (Peritoneal Dialysis),Solution (PD),chartevents,Dialysis,,Text,,
225806,2600,2600.0,mL,0.0,Volume In (PD),Volume In (PD),chartevents,Dialysis,mL,Numeric,,
225965,In use,,,0.0,Peritoneal Dialysis Catheter Status,PD Catheter Status,chartevents,Dialysis,,Text,,
225963,Other ,,,0.0,Peritoneal Dialysis Catheter Type,PD Catheter Type,chartevents,Dialysis,,Text,,
225810,1.45,1.45,hour,0.0,Dwell Time (Peritoneal Dialysis),Dwell Time (Hours),chartevents,Dialysis,hour,Numeric,,
225951,Clear,,,0.0,Peritoneal Dialysis Fluid Appearance,PD Fluid Appearance,chartevents,Dialysis,,Text,,
225952,Heparin,,,0.0,Medication Added #1 (Peritoneal Dialysis),Medication Added #1 (PD),chartevents,Dialysis,,Text,,
225959,500,500.0,,0.0,Medication Added Amount  #1 (Peritoneal Dialysis),Medication Added Amount #1 (PD),chartevents,Dialysis,,Numeric,,
225961,Units/L,,,0.0,Medication Added Units #1 (Peritoneal Dialysis),Medication Added Units #1 (PD),chartevents,Dialysis,,Text,,
224857,Quiet calm space,,,0.0,Less Restrictive Measures (Behavioral),Less Restrictive Measures (Behavioral),chartevents,Restraint/Support Systems,,Text,,
224061,Acute Risk of Self-harm,,,0.0,Reason for Restraint (Behavioral)_V1,Reason for Restraint (Behavioral)_V1,chartevents,Restraint/Support Systems,,Text,,
227725,Planned,,,0.0,AVA Line Discontinued,AVA Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
225748,Planned,,,0.0,Indwelling Port (PortaCath) Discontinued,Indwelling Port (PortaCath) Discontinued,chartevents,Access Lines - Invasive,,Text,,
228912,Other,,,0.0,Altered Skin Integrity NCP - Goal,ASI NCP - Goal,chartevents,Care Plans,,Text,,
228916,Not Met,,,0.0,Altered Skin Integrity NCP - outcomes met,ASI NCP - outcomes met,chartevents,Care Plans,,Text,,
229986,0,0.0,,0.0,Leak test done (Anes),Leak test done (Anes),chartevents,Respiratory,,Checkbox,,
227915,Supine,,,0.0,Position - Rest - Aerobic Activity Response,Position - Rest - Aerobic Activity Response,chartevents,OT Notes,,Text,,
227922,Supine ,,,0.0,Position - Activity - Aerobic Activity Response,Position - Activity - Aerobic Activity Response,chartevents,OT Notes,,Text,,
227923,115,115.0,,0.0,Activity HR - Aerobic Activity Response,Activity HR - Aerobic Activity Response,chartevents,OT Notes,,Numeric,,
227926,98,98.0,%,0.0,Activity O2 sat - Aerobic Activity Response,Activity O2 sat - Aerobic Activity Response,chartevents,OT Notes,%,Numeric,,
227929,Supine,,,0.0,Position - Recovery - Aerobic Activity Response,Position - Recovery - Aerobic Activity Response,chartevents,OT Notes,,Text,,
227930,125,125.0,,0.0,Recovery HR - Aerobic Activity Response,Recovery HR - Aerobic Activity Response,chartevents,OT Notes,,Numeric,,
227933,98,98.0,%,0.0,Recovery O2 sat - Aerobic Activity Response,Recovery O2 sat - Aerobic Activity Response,chartevents,OT Notes,%,Numeric,,
228614,1,1.0,cm,0.0,Pressure Ulcer #5- Depth,Pressure Ulcer #5- Depth,chartevents,Skin - Impairment,cm,Numeric,,
229015,Lower leg - Left,,,0.0,Incision #7- Location,Incision #7- Location,chartevents,Skin - Incisions,,Text,,
229028,Dry Sterile Dressing,,,0.0,Incision #7- Treatment,Incision #7- Treatment,chartevents,Skin - Incisions,,Text,,
229037,Changed,,,0.0,Incision #7- Dressing Status,Incision #7- Dressing Status,chartevents,Skin - Incisions,,Text,,
229041,Open,,,0.0,Incision Closure #7,Incision Closure #7,chartevents,Skin - Incisions,,Text,,
229045,,,,0.0,Incision Drainage #7,Incision Drainage #7,chartevents,Skin - Incisions,,Text,,
229033,Clean and Dry,,,0.0,Incision Appearance #7,Incision Appearance #7,chartevents,Skin - Incisions,,Text,,
227596,0,0.0,cm,0.0,Impaired Skin Depth #9,Site Depth #9,chartevents,Skin - Impairment,cm,Numeric,,
228526,Commercial Cleanser,,,0.0,Impaired Skin #9- Cleanse,Impaired Skin #9- Cleanse,chartevents,Skin - Impairment,,Text,,
228861,Abrasion,,,0.0,Impaired Skin #9- Type,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,
227617,Red,,,0.0,Impaired Skin Wound Base #10,Site/Wound Base #10,chartevents,Skin - Impairment,,Text,,
228505,Hand - Left,,,0.0,Impaired Skin #10- Location,Impaired Skin #10- Location,chartevents,Skin - Impairment,,Text,,
228862,Not applicable,,,0.0,Impaired Skin #10- Type,Impaired Skin #10- Type,chartevents,Skin - Impairment,,Text,,
228538,None-Open to Air,,,0.0,Impaired Skin #10- Treatment,Impaired Skin #10- Treatment,chartevents,Skin - Impairment,,Text,,
228609,Not applicable,,,0.0,Impaired Skin #10- Dressing Status,Impaired Skin #10- Dressing Status,chartevents,Skin - Impairment,,Text,,
230134,Xerofoam,,,0.0,Fecal Management System Care,Internal FMS Care,chartevents,Treatments,,Text,,
229985,0,0.0,,0.0,Machine checked (Anes),Machine checked (Anes),chartevents,Respiratory,,Checkbox,,
228613,0.5,0.5,cm,0.0,Pressure Ulcer #4- Depth,Pressure Ulcer #4- Depth,chartevents,Skin - Impairment,cm,Numeric,,
229872,1,1.0,,0.0,Flutter Valve,Flutter Valve,chartevents,Treatments,,Checkbox,,
227642,Not applicable,,,0.0,Breast Feeding,Breast Feeding,chartevents,OB-GYN,,Text,,
227649,Not assessed,,,0.0,Fundus Character,Fundus Character,chartevents,OB-GYN,,Text,,
227643,Mechanical pump,,,0.0,Breast Feeding - L,Breast Feeding - L,chartevents,OB-GYN,,Text,,
227644,Mechanical pump,,,0.0,Breast Feeding - R,Breast Feeding - R,chartevents,OB-GYN,,Text,,
227647,1,1.0,cm,0.0,Clot Size (cm),Clot Size (cm),chartevents,OB-GYN,cm,Numeric,,
228869,1,1.0,,1.0,HM II- Perc Lock fully engaged,HM II- Perc Lock fully engaged,chartevents,Hemodynamics,,Checkbox,,
228870,1,1.0,,1.0,HM II- Sys Cont in Prim Mode,HM II- Sys Cont in Prim Mode,chartevents,Hemodynamics,,Checkbox,,
228871,1,1.0,,1.0,HM II- Backup Cont in room with pt settings,HM II- Backup Cont in room with pt settings_201904,chartevents,Hemodynamics,,Checkbox,,
228872,67,67.0,mmHg,1.0,HM II- Mean BP,HM II- Mean BP,chartevents,Hemodynamics,mmHg,Numeric,,
228873,4.4,4.4,L/min,1.0,HM II- Flow,HM II- Flow,chartevents,Hemodynamics,L/min,Numeric,,
228874,5200,5200.0,,1.0,HM II- Speed (RPM),HM II- Speed (RPM),chartevents,Hemodynamics,,Numeric,,
228875,2.6,2.6,,1.0,HM II- PI,HM II- PI,chartevents,Hemodynamics,,Numeric,,
228876,3.7,3.7,,1.0,HM II- Power,HM II- Power,chartevents,Hemodynamics,,Numeric,,
224726,78,78.0,ml/min,0.0,O2 Consumption,O2 Consumption,chartevents,Respiratory,ml/min,Numeric,,
224727,154,154.0,kcal/day,0.0,Resting Energy Expenditure,REE,chartevents,Respiratory,kcal/day,Numeric,,
224728,17,17.0,L/min,0.0,Peak Exp Flow Rate,Peak Exp Flow Rate,chartevents,Respiratory,L/min,Numeric,,
224745,22,22.0,,0.0,Respiratory Quotient,RQ,chartevents,Respiratory,,Numeric,,
229453,"Soft, nontender",,,0.0,Exam-GI/GU,Exam-GI/GU,chartevents,MD Progress Note,,Text,,
229431,Joint pain,,,0.0,ROS-Extremeties / MSK,ROS-Extremeties / MSK,chartevents,MD Progress Note,,Text,,
225000,Not applicable ,,,0.0,Incision Cleansing #4,Incision Cleansing #4,chartevents,Skin - Incisions,,Text,,
225045,Not applicable ,,,0.0,Incision Packing #4,Incision Packing #4,chartevents,Skin - Incisions,,Text,,
230087,1,1.0,,0.0,Sheath Biopatch,Sheath Biopatch,chartevents,Access Lines - Invasive,,Checkbox,,
227650,Not assessed,,,0.0,Fundus Location (Breadth),Fundus Location (Breadth),chartevents,OB-GYN,,Text,,
229765,,0.0,,0.0,Anxiety/Irritability (COWS),Anxiety/Irritability,chartevents,Toxicology,,Text,,
229766,Mild diffuse discomfort,1.0,,0.0,Bone/Joint Aches (COWS),Bone/Joint Aches,chartevents,Toxicology,,Text,,
229767,No GI symptoms,0.0,,0.0,GI Upset (COWS),GI Upset,chartevents,Toxicology,,Text,,
229768,Skin is smooth,0.0,,0.0,Gooseflesh Skin (COWS),Gooseflesh Skin,chartevents,Toxicology,,Text,,
229769,Pupils pinned or normal size for room light,0.0,,0.0,Pupil Size (COWS),Pupil Size,chartevents,Toxicology,,Text,,
229770,Pulse rate 81-100,1.0,,0.0,Resting Pulse Rate (COWS),Resting Pulse Rate,chartevents,Toxicology,,Text,,
229771,Able to sit still,0.0,,0.0,Restlessness (COWS),Restlessness,chartevents,Toxicology,,Text,,
229772,Not present,0.0,,0.0,Runny Nose/Tearing (COWS),Runny Nose/Tearing,chartevents,Toxicology,,Text,,
229773,No report of chills or flushing,0.0,,0.0,Sweating (COWS),Sweating,chartevents,Toxicology,,Text,,
229774,No tremor,0.0,,0.0,Tremor (COWS),Tremor.,chartevents,Toxicology,,Text,,
229775,No yawning,0.0,,0.0,Yawning (COWS),Yawning,chartevents,Toxicology,,Text,,
227623,Not assessed,,,0.0,Tunneling Present #10,Tunneling Present #10,chartevents,Skin - Impairment,,Text,,
227625,Not assessed,,,0.0,Undermining Present #10,Undermining Present #10,chartevents,Skin - Impairment,,Text,,
227918,35,35.0,,0.0,Rest RR - Aerobic Activity Response,Rest RR - Aerobic Activity Response,chartevents,OT Notes,,Numeric,,
227925,43,43.0,,0.0,Activity RR - Aerobic Activity Response,Activity RR - Aerobic Activity Response,chartevents,OT Notes,,Numeric,,
227932,28,28.0,,0.0,Recovery RR - Aerobic Activity Response,Recovery RR - Aerobic Activity Response,chartevents,OT Notes,,Numeric,,
227848,min A,,,0.0,Transfer,Transfer,chartevents,OT Notes,,Text,,
228167,1,1.0,,0.0,Impella Dressing Occlusive,Impella Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
227645,20,20.0,min,0.0,Breast Feed - L (Minutes),Breast Feed - L (Minutes),chartevents,OB-GYN,min,Numeric,,
227646,20,20.0,min,0.0,Breast Feed - R (Minutes),Breast Feed - R (Minutes),chartevents,OB-GYN,min,Numeric,,
227603,2.5,2.5,cm,0.0,Impaired Skin Length #10,Site Length #10,chartevents,Skin - Impairment,cm,Numeric,,
227615,4,4.0,cm,0.0,Impaired Skin Width #10,Site Width #10,chartevents,Skin - Impairment,cm,Numeric,,
228527,Other,,,0.0,Impaired Skin #10- Cleanse,Impaired Skin #10- Cleanse,chartevents,Skin - Impairment,,Text,,
229049,,,,0.0,Incision Drainage Amount #7,Incision Drainage Amount #7,chartevents,Skin - Incisions,,Text,,
229016,Fingers - Right,,,0.0,Incision #8- Location,Incision #8- Location,chartevents,Skin - Incisions,,Text,,
229029,Dry Sterile Dressing,,,0.0,Incision #8- Treatment,Incision #8- Treatment,chartevents,Skin - Incisions,,Text,,
229034,Not assessed,,,0.0,Incision Appearance #8,Incision Appearance #8,chartevents,Skin - Incisions,,Text,,
229038,Dry and intact,,,0.0,Incision #8- Dressing Status,Incision #8- Dressing Status,chartevents,Skin - Incisions,,Text,,
229042,Not assessed,,,0.0,Incision Closure #8,Incision Closure #8,chartevents,Skin - Incisions,,Text,,
229046,,,,0.0,Incision Drainage #8,Incision Drainage #8,chartevents,Skin - Incisions,,Text,,
229019,Normal Saline,,,0.0,Incision #7- Cleanse,Incision #7- Cleanse,chartevents,Skin - Incisions,,Text,,
227597,0,0.0,cm,0.0,Impaired Skin Depth #10,Site Depth #10,chartevents,Skin - Impairment,cm,Numeric,,
229992,1,1.0,,0.0,Filters changed (Anes),Filters changed (Anes),chartevents,Respiratory,,Checkbox,,
229994,1,1.0,,0.0,Vaporizer checked (Anes),Vaporizer checked (Anes),chartevents,Respiratory,,Checkbox,,
225397,Sharp,,,0.0,Triple Introducer Waveform Appear,Triple Introducer Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
225398,0,0.0,,0.0,Triple Introducer Zero/Calibrate,Triple Introducer Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
220120,1:1,1.0,,0.0,Intra Aortic Ballon Pump Setting,Intra Aortic Ballon Pump Setting,chartevents,IABP,,Text,,
226272,54,54.0,%,0.0,EF (CCO),EF (CCO),chartevents,Hemodynamics,%,Numeric,,
226991,16,16.0,,0.0,APACHEIII,APACHEIII,chartevents,Scores - APACHE IV (2),,Numeric,,
226993,4.94,4.94,%,0.0,ApacheIV_LOS,ApacheIV_LOS,chartevents,Scores - APACHE IV (2),%,Numeric,,
224314,132,132.0,mmHg,0.0,ABI Brachial BP R (Impella),ABI Brachial BP R (Impella),chartevents,Impella,mmHg,Numeric,,
224315,140,140.0,mmHg,0.0,ABI Brachial BP L,ABI Brachial BP L,chartevents,IABP,mmHg,Numeric,,
224317,120,120.0,mmHg,0.0,ABI Ankle BP R,ABI Ankle BP R,chartevents,IABP,mmHg,Numeric,,
224318,110,110.0,mmHg,0.0,ABI Ankle BP L (Impella),ABI Ankle BP L (Impella),chartevents,Impella,mmHg,Numeric,,
224704,100,100.0,%,0.0,ATC %,ATC %,chartevents,Respiratory,%,Numeric,,
227134,7,,,0.0,ATC Tube #,ATC Tube #,chartevents,Respiratory,,Text,,
224457,Right Leg,,,0.0,PT Splint Location #3,PT Splint Location #3,chartevents,Treatments,,Text,,
225194,On ,,,0.0,PT Splint Status #3,PT Splint Status #3,chartevents,Treatments,,Text,,
225196,On,,,0.0,PT Splint Status #4,PT Splint Status #4,chartevents,Treatments,,Text,,
227428,9,9.0,,0.0,SOFA Score,SOFA Score,chartevents,General,,Numeric,,
227654,,,,0.0,Reflexes LE,Reflexes LE,chartevents,OB-GYN,,Text,,
227655,,,,0.0,Reflexes UE,Reflexes UE,chartevents,OB-GYN,,Text,,
228711,35,35.0,,0.0,Time spent,Time spent,chartevents,MD Progress Note,,Numeric,,
225734,0,0.0,,0.0,Presep Catheter Line Tip Cultured,Presep Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
225026,Ace Wrap,,,0.0,Incision Dressing #5,Incision Dressing #5,chartevents,Skin - Incisions,,Text,,
225031,Dry and intact,,,0.0,Dressing Status #5,Dressing Status #5,chartevents,Skin - Incisions,,Text,,
227476,Arm - Lower Right,,,0.0,Incision Site #5,Incision Site #5,chartevents,Skin - Incisions,,Text,,
225001,Not applicable ,,,0.0,Incision Cleansing #5,Incision Cleansing #5,chartevents,Skin - Incisions,,Text,,
229840,VA,,,0.0,Circuit Configuration (CH),Circuit Configuration (CH),chartevents,ECMO,,Text,,
229841,100,100.0,%,0.0,FiO2 (CH),FiO2 (CH),chartevents,ECMO,%,Numeric,,
229842,5.16,5.16,L/min,0.0,Flow (CH),Flow (CH),chartevents,ECMO,L/min,Numeric,,
229845,3500,3500.0,RPM,0.0,Speed (CH),Speed (CH),chartevents,ECMO,RPM,Numeric,,
229846,9.0 L,,,0.0,Sweep (CH),Sweep (CH),chartevents,ECMO,,Text,,
229850,-82,-82.0,,0.0,Pven (CH),Pven (CH),chartevents,ECMO,,Numeric,,
229851,188,188.0,,0.0,Part (CH),Part (CH),chartevents,ECMO,,Numeric,,
229852,15,15.0,,0.0,Delta P (CH),Delta P (CH),chartevents,ECMO,,Numeric,,
229873,Yes,,,0.0,Emergency Equipment at bedside (CH),Emergency Equipment at bedside (CH),chartevents,ECMO,,Text,,
229874,No,,,0.0,Flow Sensor repositioned (CH),Flow Sensor repositioned (CH),chartevents,ECMO,,Text,,
229875,Yes,,,0.0,Oxygenator visible (CH),Oxygenator visible (CH),chartevents,ECMO,,Text,,
229876,Yes,,,0.0,Pump plugged into RED outlet (CH),Pump plugged into RED outlet (CH),chartevents,ECMO,,Text,,
229877,No,,,0.0,Suction events (CH),Suction events (CH),chartevents,ECMO,,Text,,
229878,Yes,,,0.0,Circuit inspected for clot (CH),Circuit inspected for clot (CH),chartevents,ECMO,,Text,,
229879,Yes,,,0.0,Cannula sites visually inspected (CH),Cannula sites visually inspected (CH),chartevents,ECMO,,Text,,
229843,8,8.0,,0.0,Flow Alarm (Hi) (CH),Flow Alarm (Hi) (CH),chartevents,ECMO,,Numeric,,
229844,2,2.0,,0.0,Flow Alarm (Lo) (CH),Flow Alarm (Lo) (CH),chartevents,ECMO,,Numeric,,
229848,-120,-120.0,,0.0,Pven Alarm (Low) (CH),Pven Alarm (Low) (CH),chartevents,ECMO,,Numeric,,
229849,400,400.0,,0.0,Part Alarm (Hi) (CH),Part Alarm (Hi) (CH),chartevents,ECMO,,Numeric,,
229847,50,50.0,,0.0,SvO2 Alarm (Lo) (CH),SvO2 Alarm (Lo) (CH),chartevents,ECMO,,Numeric,,
229855,60,60.0,,0.0,Delta P Alarm (CH),Delta P Alarm (CH),chartevents,ECMO,,Numeric,,
229853,0,0.0,,0.0,Art Bubble (CH),Art Bubble (CH),chartevents,ECMO,,Checkbox,,
229854,0,0.0,,0.0,Pressures Off (CH),Pressures Off (CH),chartevents,ECMO,,Checkbox,,
229303,2460,2460.0,,0.0,Speed (RPM) (HeartWare),Speed (RPM) (HeartWare),chartevents,Heartware,,Numeric,,
229304,4.7,4.7,,0.0,Flow (L/min) (HeartWare),Flow (L/min) (HeartWare),chartevents,Heartware,,Numeric,,
229305,3.2,3.2,,0.0,Power (Watts) (HeartWare),Power (Watts) (HeartWare),chartevents,Heartware,,Numeric,,
229306,30,30.0,,0.0,HCT (HeartWare),HCT (HeartWare),chartevents,Heartware,,Numeric,,
229307,2.2,2.2,,0.0,Low Flow Alarm (HeartWare),Low Flow Alarm (HeartWare),chartevents,Heartware,,Numeric,,
229308,4.5,4.5,,0.0,High Power Alarm (HeartWare),High Power Alarm (HeartWare),chartevents,Heartware,,Numeric,,
229309,Yes,,,0.0,Backup Controller (HeartWare),Backup Controller (HeartWare),chartevents,Heartware,,Text,,
230049,WNL,,,0.0,PNC-1 Appearance,PNC-1 Appearance,chartevents,Pain/Sedation,,Text,,
230051,8,8.0,ml/hr,0.0,PNC-1 Infusion Rate (mL/hr),PNC-1 Infusion Rate (mL/hr),chartevents,Pain/Sedation,ml/hr,Numeric,,
230052,Trunchal,,,0.0,PNC-1 Location,PNC-1 Location,chartevents,Pain/Sedation,,Text,,
230053,0.2% Ropivacaine,,,0.0,PNC-1 Medication,PNC-1 Medication,chartevents,Pain/Sedation,,Text,,
230055,No,,,0.0,PNC-1 Motor Deficit,PNC-1 Motor Deficit,chartevents,Pain/Sedation,,Text,,
230056,WNL,,,0.0,PNC-2 Appearance,PNC-2 Appearance,chartevents,Pain/Sedation,,Text,,
230058,8,8.0,ml/hr,0.0,PNC-2 Infusion Rate (mL/hr),PNC-2 Infusion Rate (mL/hr),chartevents,Pain/Sedation,ml/hr,Numeric,,
230059,Trunchal,,,0.0,PNC-2 Location,PNC-2 Location,chartevents,Pain/Sedation,,Text,,
230060,0.2% Ropivacaine,,,0.0,PNC-2 Medication,PNC-2 Medication,chartevents,Pain/Sedation,,Text,,
230062,No,,,0.0,PNC-2 Motor Deficit,PNC-2 Motor Deficit,chartevents,Pain/Sedation,,Text,,
227448,2.2,2.2,ug/mL,1.0,Gentamicin (Peak),Gentamicin (Peak),chartevents,Labs,,Numeric with tag,,
229050,Scant ,,,0.0,Incision Drainage Amount #8,Incision Drainage Amount #8,chartevents,Skin - Incisions,,Text,,
225749,Planned,,,0.0,Presep Catheter Discontinued,Presep Catheter Discontinued,chartevents,Access Lines - Invasive,,Text,,
228214,WNL,,,0.0,Tandem Heart Access Line Site Appear,Tandem Heart Access Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
228208,1,1.0,,0.0,Tandem Heart Access Line Dressing Occlusive,Tandem Heart Access Line Dressing Occlusive_201612,chartevents,Access Lines - Invasive,,Checkbox,,
228213,1,1.0,,0.0,Tandem Heart Access Line Repositioned,Tandem Heart Access Line Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,
229422,Headache,,,0.0,ROS-HEENT,ROS-HEENT,chartevents,MD Progress Note,,Text,,
229544,Planned,,,0.0,EKOS Line Discontinued,EKOS Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
227881,10 / 10,,,0.0,Pain (0-10),Pain (0-10),chartevents,OT Notes,,Text,,
227905,1,1.0,,0.0,Patient agrees with the above goals and is willing to participate in the rehabilitation program,Patient agrees with the above goals and is willing,chartevents,OT Notes,,Checkbox,,
220283,25,25.0,cmH2O/L/seconds,0.0,Resistance,Resistance,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,
229898,32,32.0,mmHg,0.0,LVEDP (Impella),LVEDP (Impella),chartevents,Impella,mmHg,Numeric,,
229424,Palpitations,,,0.0,ROS-Cardiac,ROS-Cardiac,chartevents,MD Progress Note,,Text,,
229425,Dyspnea,,,0.0,ROS-Respiratory,ROS-Respiratory,chartevents,MD Progress Note,,Text,,
229432,Nervousness / anxiety,,,0.0,ROS-Psych,ROS-Psych,chartevents,MD Progress Note,,Text,,
225002,Not applicable ,,,0.0,Incision Cleansing #6,Incision Cleansing #6,chartevents,Skin - Incisions,,Text,,
225027,Dry Sterile Dressing,,,0.0,Incision Dressing #6,Incision Dressing #6,chartevents,Skin - Incisions,,Text,,
225032,Dry and intact,,,0.0,Dressing Status #6,Dressing Status #6,chartevents,Skin - Incisions,,Text,,
227477,Femoral - Left,,,0.0,Incision Site #6,Incision Site #6,chartevents,Skin - Incisions,,Text,,
225741,Planned,,,0.0,Tunneled (Hickman) Line Discontinued,Tunneled (Hickman) Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
229990,1,1.0,,0.0,Filters checked (Anes),Filters checked (Anes),chartevents,Respiratory,,Checkbox,,
229991,1,1.0,,0.0,Absorbent changed (Anes),Absorbent changed (Ans),chartevents,Respiratory,,Checkbox,,
229995,1,1.0,,0.0,Amsorb changed (Anes),Amsorb changed (Anes),chartevents,Respiratory,,Checkbox,,
229005,Met,,,0.0,Self harm NCP - Outcomes met,Self harm NCP - Outcomes met,chartevents,Care Plans,,Text,,
225657,124,124.0,,0.0,Freeform Coags,Freeform Coags,chartevents,Labs,,Numeric,,
228145,220,220.0,mmHg,0.0,ABI Ankle BP L,ABI Ankle BP L ,chartevents,IABP,mmHg,Numeric,,
228146,110,110.0,mmHg,0.0,ABI Brachial BP R,ABI Brachial BP R ,chartevents,IABP,mmHg,Numeric,,
228203,Left Femoral Vein,,,0.0,Tandem Heart Access Line Cannula Site,Tandem Heart Access Line Cannula Site,chartevents,Access Lines - Invasive,,Text,,
228212,1,1.0,,0.0,Tandem Heart Access Line Pump Housing Checked,Tandem Heart Access Line Pump Housing Checked,chartevents,Access Lines - Invasive,,Checkbox,,
228216,Right Ventricular Assist/RA,,,0.0,Tandem Heart Access Line Type,Tandem Heart Access Line Type,chartevents,Access Lines - Invasive,,Text,,
228219,1,1.0,,0.0,Tandem Heart Return Cannula Dressing Occlusive,Tandem Heart Return Cannula Dressing Occlusive_201,chartevents,Access Lines - Invasive,,Checkbox,,
228224,0,0.0,,0.0,Tandem Heart Return Cannula Repositioned,Tandem Heart Return Cannula Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,
228225,Right Femoral Vein,,,0.0,Tandem Heart Return Cannula Site,Tandem Heart Return Cannula Site,chartevents,Access Lines - Invasive,,Text,,
228226,WNL,,,0.0,Tandem Heart Return Cannula Site Appear,Tandem Heart Return Cannula Site Appear,chartevents,Access Lines - Invasive,,Text,,
228227,21 Fr (6L),,,0.0,Tandem Heart Return Cannula Size,Tandem Heart Return Cannula Size,chartevents,Access Lines - Invasive,,Text,,
228186,1,1.0,,0.0,Access Site Observed (Tandem Heart),Insertion Site Observed (LifeSPARC),chartevents,Tandem Heart,,Checkbox,,
228187,1,1.0,,0.0,Cannulas Visible,Cannulas Visible,chartevents,Tandem Heart,,Checkbox,,
228188,0,0.0,,0.0,Change in Blood Color,Change in Blood Color,chartevents,Tandem Heart,,Checkbox,,
228190,12,12.0,,0.0,Infusate Drops/Minute,Infusate Drops/Minute,chartevents,Tandem Heart,,Numeric,,
228191,421,421.0,,0.0,Infusion Pressure of Line,Infusion Pressure of Line,chartevents,Tandem Heart,,Numeric,,
228193,1,1.0,,0.0,Oxygenator/ECMO,Oxygenator/ECMO,chartevents,Tandem Heart,,Checkbox,,
228195,5200,5200.0,,0.0,Pump Speed,Pump Speed,chartevents,Tandem Heart,,Numeric,,
228196,1,1.0,,0.0,Return Site Observed (Tandem Heart),Return Site Observed (Tandem Heart),chartevents,Tandem Heart,,Checkbox,,
228199,Right Ventricular Assist/RA,,,0.0,Type (Tandem Heart),Type (LifeSPARC),chartevents,Tandem Heart,,Text,,
228200,0,0.0,,0.0,Vibration in Line,Vibration in Line,chartevents,Tandem Heart,,Checkbox,,
228198,1.9,1.9,L/min,0.0,Tandem Heart Flow,Flow (LifeSPARC),chartevents,Tandem Heart,L/min,Numeric,,
