icd_code,icd_version,long_title
S72401P,10,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
S72401S,10,"Unspecified fracture of lower end of right femur, sequela"
S72402A,10,"Unspecified fracture of lower end of left femur, initial encounter for closed fracture"
S72402B,10,"Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72402D,10,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72402K,10,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72402P,10,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
S72402S,10,"Unspecified fracture of lower end of left femur, sequela"
S72411A,10,"Displaced unspecified condyle fracture of lower end of right femur, initial encounter for closed fracture"
S72411K,10,"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72412A,10,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for closed fracture"
S72412B,10,"Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72421A,10,"Displaced fracture of lateral condyle of right femur, initial encounter for closed fracture"
S72421B,10,"Displaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II"
S72421G,10,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing"
S72422A,10,"Displaced fracture of lateral condyle of left femur, initial encounter for closed fracture"
S72422B,10,"Displaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II"
S72422E,10,"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72424A,10,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for closed fracture"
S72424B,10,"Nondisplaced fracture of lateral condyle of right femur, initial encounter for open fracture type I or II"
S72424D,10,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
S72425A,10,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for closed fracture"
S72431A,10,"Displaced fracture of medial condyle of right femur, initial encounter for closed fracture"
S72431B,10,"Displaced fracture of medial condyle of right femur, initial encounter for open fracture type I or II"
S72431G,10,"Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with delayed healing"
S72432A,10,"Displaced fracture of medial condyle of left femur, initial encounter for closed fracture"
S72432B,10,"Displaced fracture of medial condyle of left femur, initial encounter for open fracture type I or II"
S72432K,10,"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion"
S72434A,10,"Nondisplaced fracture of medial condyle of right femur, initial encounter for closed fracture"
S72435A,10,"Nondisplaced fracture of medial condyle of left femur, initial encounter for closed fracture"
S72441A,10,"Displaced fracture of lower epiphysis (separation) of right femur, initial encounter for closed fracture"
S72442A,10,"Displaced fracture of lower epiphysis (separation) of left femur, initial encounter for closed fracture"
S72442D,10,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with routine healing"
S72451A,10,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for closed fracture"
S72451B,10,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, initial encounter for open fracture type I or II"
S72451D,10,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72451K,10,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with nonunion"
S72452A,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for closed fracture"
S72452B,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II"
S72452C,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72452K,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72452M,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
S72452S,10,"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, sequela"
S72455A,10,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for closed fracture"
S72461A,10,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, initial encounter for closed fracture"
S72462A,10,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for closed fracture"
S72462B,10,"Displaced supracondylar fracture with intracondylar extension of lower end of left femur, initial encounter for open fracture type I or II"
S72491A,10,"Other fracture of lower end of right femur, initial encounter for closed fracture"
S72491C,10,"Other fracture of lower end of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72491D,10,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
S72491M,10,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
S72491S,10,"Other fracture of lower end of right femur, sequela"
S72492A,10,"Other fracture of lower end of left femur, initial encounter for closed fracture"
S72492B,10,"Other fracture of lower end of left femur, initial encounter for open fracture type I or II"
S72492C,10,"Other fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72492D,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
S72492K,10,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
S72492S,10,"Other fracture of lower end of left femur, sequela"
S728X1A,10,"Other fracture of right femur, initial encounter for closed fracture"
S728X1D,10,"Other fracture of right femur, subsequent encounter for closed fracture with routine healing"
S728X1K,10,"Other fracture of right femur, subsequent encounter for closed fracture with nonunion"
S728X1S,10,"Other fracture of right femur, sequela"
S728X2A,10,"Other fracture of left femur, initial encounter for closed fracture"
S728X2D,10,"Other fracture of left femur, subsequent encounter for closed fracture with routine healing"
S728X2K,10,"Other fracture of left femur, subsequent encounter for closed fracture with nonunion"
S7290XD,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
S7291XA,10,"Unspecified fracture of right femur, initial encounter for closed fracture"
S7291XD,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing"
S7291XE,10,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
S7291XG,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with delayed healing"
S7291XK,10,"Unspecified fracture of right femur, subsequent encounter for closed fracture with nonunion"
S7292XA,10,"Unspecified fracture of left femur, initial encounter for closed fracture"
S7292XB,10,"Unspecified fracture of left femur, initial encounter for open fracture type I or II"
S7292XD,10,"Unspecified fracture of left femur, subsequent encounter for closed fracture with routine healing"
S73001A,10,"Unspecified subluxation of right hip, initial encounter"
S73004A,10,"Unspecified dislocation of right hip, initial encounter"
S73005A,10,"Unspecified dislocation of left hip, initial encounter"
S73005S,10,"Unspecified dislocation of left hip, sequela"
S73012A,10,"Posterior subluxation of left hip, initial encounter"
S73014A,10,"Posterior dislocation of right hip, initial encounter"
S73015A,10,"Posterior dislocation of left hip, initial encounter"
S73025A,10,"Obturator dislocation of left hip, initial encounter"
S73034A,10,"Other anterior dislocation of right hip, initial encounter"
S73101A,10,"Unspecified sprain of right hip, initial encounter"
S73102A,10,"Unspecified sprain of left hip, initial encounter"
S73109,10,Unspecified sprain of unspecified hip
S73191A,10,"Other sprain of right hip, initial encounter"
S73191S,10,"Other sprain of right hip, sequela"
S73192A,10,"Other sprain of left hip, initial encounter"
S7401XA,10,"Injury of sciatic nerve at hip and thigh level, right leg, initial encounter"
S7411XA,10,"Injury of femoral nerve at hip and thigh level, right leg, initial encounter"
S7411XS,10,"Injury of femoral nerve at hip and thigh level, right leg, sequela"
S7412XA,10,"Injury of femoral nerve at hip and thigh level, left leg, initial encounter"
S7412XS,10,"Injury of femoral nerve at hip and thigh level, left leg, sequela"
S75001A,10,"Unspecified injury of femoral artery, right leg, initial encounter"
S75002A,10,"Unspecified injury of femoral artery, left leg, initial encounter"
S75011A,10,"Minor laceration of femoral artery, right leg, initial encounter"
S75012A,10,"Minor laceration of femoral artery, left leg, initial encounter"
S75022A,10,"Major laceration of femoral artery, left leg, initial encounter"
S75091A,10,"Other specified injury of femoral artery, right leg, initial encounter"
S75092A,10,"Other specified injury of femoral artery, left leg, initial encounter"
S75111A,10,"Minor laceration of femoral vein at hip and thigh level, right leg, initial encounter"
S75119A,10,"Minor laceration of femoral vein at hip and thigh level, unspecified leg, initial encounter"
S75192A,10,"Other specified injury of femoral vein at hip and thigh level, left leg, initial encounter"
S75811A,10,"Laceration of other blood vessels at hip and thigh level, right leg, initial encounter"
S76001A,10,"Unspecified injury of muscle, fascia and tendon of right hip, initial encounter"
S76011A,10,"Strain of muscle, fascia and tendon of right hip, initial encounter"
S76012A,10,"Strain of muscle, fascia and tendon of left hip, initial encounter"
S76019S,10,"Strain of muscle, fascia and tendon of unspecified hip, sequela"
S76091A,10,"Other specified injury of muscle, fascia and tendon of right hip, initial encounter"
S76092A,10,"Other specified injury of muscle, fascia and tendon of left hip, initial encounter"
S76111A,10,"Strain of right quadriceps muscle, fascia and tendon, initial encounter"
S76111D,10,"Strain of right quadriceps muscle, fascia and tendon, subsequent encounter"
S76112A,10,"Strain of left quadriceps muscle, fascia and tendon, initial encounter"
S76121A,10,"Laceration of right quadriceps muscle, fascia and tendon, initial encounter"
S76122A,10,"Laceration of left quadriceps muscle, fascia and tendon, initial encounter"
S76191A,10,"Other specified injury of right quadriceps muscle, fascia and tendon, initial encounter"
S76192A,10,"Other specified injury of left quadriceps muscle, fascia and tendon, initial encounter"
S76192D,10,"Other specified injury of left quadriceps muscle, fascia and tendon, subsequent encounter"
S76211A,10,"Strain of adductor muscle, fascia and tendon of right thigh, initial encounter"
S76212A,10,"Strain of adductor muscle, fascia and tendon of left thigh, initial encounter"
S76311A,10,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh, initial encounter"
S76312A,10,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, initial encounter"
S76811A,10,"Strain of other specified muscles, fascia and tendons at thigh level, right thigh, initial encounter"
S76812A,10,"Strain of other specified muscles, fascia and tendons at thigh level, left thigh, initial encounter"
S76821A,10,"Laceration of other specified muscles, fascia and tendons at thigh level, right thigh, initial encounter"
S76911A,10,"Strain of unspecified muscles, fascia and tendons at thigh level, right thigh, initial encounter"
S76912A,10,"Strain of unspecified muscles, fascia and tendons at thigh level, left thigh, initial encounter"
S7702XS,10,"Crushing injury of left hip, sequela"
S7711XA,10,"Crushing injury of right thigh, initial encounter"
S7712XA,10,"Crushing injury of left thigh, initial encounter"
S7722XA,10,"Crushing injury of left hip with thigh, initial encounter"
S78122A,10,"Partial traumatic amputation at level between left hip and knee, initial encounter"
S79811A,10,"Other specified injuries of right hip, initial encounter"
S79821A,10,"Other specified injuries of right thigh, initial encounter"
S79911A,10,"Unspecified injury of right hip, initial encounter"
S79912A,10,"Unspecified injury of left hip, initial encounter"
S79921A,10,"Unspecified injury of right thigh, initial encounter"
S79921D,10,"Unspecified injury of right thigh, subsequent encounter"
S8000XA,10,"Contusion of unspecified knee, initial encounter"
S8001XA,10,"Contusion of right knee, initial encounter"
S8001XD,10,"Contusion of right knee, subsequent encounter"
S8002XA,10,"Contusion of left knee, initial encounter"
S8011XA,10,"Contusion of right lower leg, initial encounter"
S8011XD,10,"Contusion of right lower leg, subsequent encounter"
S8011XS,10,"Contusion of right lower leg, sequela"
S8012XA,10,"Contusion of left lower leg, initial encounter"
S8012XD,10,"Contusion of left lower leg, subsequent encounter"
S8012XS,10,"Contusion of left lower leg, sequela"
S80211A,10,"Abrasion, right knee, initial encounter"
S80211D,10,"Abrasion, right knee, subsequent encounter"
S80212A,10,"Abrasion, left knee, initial encounter"
S80212D,10,"Abrasion, left knee, subsequent encounter"
S80219A,10,"Abrasion, unspecified knee, initial encounter"
S80221A,10,"Blister (nonthermal), right knee, initial encounter"
S80222A,10,"Blister (nonthermal), left knee, initial encounter"
S80811A,10,"Abrasion, right lower leg, initial encounter"
S80811D,10,"Abrasion, right lower leg, subsequent encounter"
S80812A,10,"Abrasion, left lower leg, initial encounter"
S80812D,10,"Abrasion, left lower leg, subsequent encounter"
S80812S,10,"Abrasion, left lower leg, sequela"
S80819A,10,"Abrasion, unspecified lower leg, initial encounter"
S80821A,10,"Blister (nonthermal), right lower leg, initial encounter"
S80821D,10,"Blister (nonthermal), right lower leg, subsequent encounter"
S80822A,10,"Blister (nonthermal), left lower leg, initial encounter"
S80822D,10,"Blister (nonthermal), left lower leg, subsequent encounter"
S80861A,10,"Insect bite (nonvenomous), right lower leg, initial encounter"
S80862A,10,"Insect bite (nonvenomous), left lower leg, initial encounter"
S80869A,10,"Insect bite (nonvenomous), unspecified lower leg, initial encounter"
S80871A,10,"Other superficial bite, right lower leg, initial encounter"
S80871D,10,"Other superficial bite, right lower leg, subsequent encounter"
S80872A,10,"Other superficial bite, left lower leg, initial encounter"
S80911A,10,"Unspecified superficial injury of right knee, initial encounter"
S80912A,10,"Unspecified superficial injury of left knee, initial encounter"
S80921A,10,"Unspecified superficial injury of right lower leg, initial encounter"
S80922A,10,"Unspecified superficial injury of left lower leg, initial encounter"
S80929A,10,"Unspecified superficial injury of unspecified lower leg, initial encounter"
S81001A,10,"Unspecified open wound, right knee, initial encounter"
S81001S,10,"Unspecified open wound, right knee, sequela"
S81002A,10,"Unspecified open wound, left knee, initial encounter"
S81002D,10,"Unspecified open wound, left knee, subsequent encounter"
S81011A,10,"Laceration without foreign body, right knee, initial encounter"
S81012A,10,"Laceration without foreign body, left knee, initial encounter"
S81012D,10,"Laceration without foreign body, left knee, subsequent encounter"
S81021A,10,"Laceration with foreign body, right knee, initial encounter"
S81022A,10,"Laceration with foreign body, left knee, initial encounter"
S81031A,10,"Puncture wound without foreign body, right knee, initial encounter"
S81032A,10,"Puncture wound without foreign body, left knee, initial encounter"
S81041A,10,"Puncture wound with foreign body, right knee, initial encounter"
S81041D,10,"Puncture wound with foreign body, right knee, subsequent encounter"
S81042A,10,"Puncture wound with foreign body, left knee, initial encounter"
S81042D,10,"Puncture wound with foreign body, left knee, subsequent encounter"
S81052A,10,"Open bite, left knee, initial encounter"
S81801A,10,"Unspecified open wound, right lower leg, initial encounter"
S81801D,10,"Unspecified open wound, right lower leg, subsequent encounter"
S81801S,10,"Unspecified open wound, right lower leg, sequela"
S81802A,10,"Unspecified open wound, left lower leg, initial encounter"
S81802D,10,"Unspecified open wound, left lower leg, subsequent encounter"
S81802S,10,"Unspecified open wound, left lower leg, sequela"
S81809A,10,"Unspecified open wound, unspecified lower leg, initial encounter"
S81809D,10,"Unspecified open wound, unspecified lower leg, subsequent encounter"
S81811A,10,"Laceration without foreign body, right lower leg, initial encounter"
S81811D,10,"Laceration without foreign body, right lower leg, subsequent encounter"
S81811S,10,"Laceration without foreign body, right lower leg, sequela"
S81812A,10,"Laceration without foreign body, left lower leg, initial encounter"
S81812D,10,"Laceration without foreign body, left lower leg, subsequent encounter"
S81812S,10,"Laceration without foreign body, left lower leg, sequela"
S81819A,10,"Laceration without foreign body, unspecified lower leg, initial encounter"
S81821A,10,"Laceration with foreign body, right lower leg, initial encounter"
S81822A,10,"Laceration with foreign body, left lower leg, initial encounter"
S81831A,10,"Puncture wound without foreign body, right lower leg, initial encounter"
S81832A,10,"Puncture wound without foreign body, left lower leg, initial encounter"
S81832D,10,"Puncture wound without foreign body, left lower leg, subsequent encounter"
S81841A,10,"Puncture wound with foreign body, right lower leg, initial encounter"
S81842A,10,"Puncture wound with foreign body, left lower leg, initial encounter"
S81851A,10,"Open bite, right lower leg, initial encounter"
S81852A,10,"Open bite, left lower leg, initial encounter"
S82001A,10,"Unspecified fracture of right patella, initial encounter for closed fracture"
S82001B,10,"Unspecified fracture of right patella, initial encounter for open fracture type I or II"
S82001D,10,"Unspecified fracture of right patella, subsequent encounter for closed fracture with routine healing"
S82001K,10,"Unspecified fracture of right patella, subsequent encounter for closed fracture with nonunion"
S82001S,10,"Unspecified fracture of right patella, sequela"
S82002A,10,"Unspecified fracture of left patella, initial encounter for closed fracture"
S82002B,10,"Unspecified fracture of left patella, initial encounter for open fracture type I or II"
S82002C,10,"Unspecified fracture of left patella, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82002D,10,"Unspecified fracture of left patella, subsequent encounter for closed fracture with routine healing"
S82002G,10,"Unspecified fracture of left patella, subsequent encounter for closed fracture with delayed healing"
S82002K,10,"Unspecified fracture of left patella, subsequent encounter for closed fracture with nonunion"
S82009D,10,"Unspecified fracture of unspecified patella, subsequent encounter for closed fracture with routine healing"
S82011A,10,"Displaced osteochondral fracture of right patella, initial encounter for closed fracture"
S82021A,10,"Displaced longitudinal fracture of right patella, initial encounter for closed fracture"
S82031A,10,"Displaced transverse fracture of right patella, initial encounter for closed fracture"
S82031B,10,"Displaced transverse fracture of right patella, initial encounter for open fracture type I or II"
S82032A,10,"Displaced transverse fracture of left patella, initial encounter for closed fracture"
S82032B,10,"Displaced transverse fracture of left patella, initial encounter for open fracture type I or II"
S82035A,10,"Nondisplaced transverse fracture of left patella, initial encounter for closed fracture"
S82035D,10,"Nondisplaced transverse fracture of left patella, subsequent encounter for closed fracture with routine healing"
S82041A,10,"Displaced comminuted fracture of right patella, initial encounter for closed fracture"
S82041B,10,"Displaced comminuted fracture of right patella, initial encounter for open fracture type I or II"
S82042A,10,"Displaced comminuted fracture of left patella, initial encounter for closed fracture"
S82042B,10,"Displaced comminuted fracture of left patella, initial encounter for open fracture type I or II"
S82042E,10,"Displaced comminuted fracture of left patella, subsequent encounter for open fracture type I or II with routine healing"
S82042K,10,"Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with nonunion"
S82044A,10,"Nondisplaced comminuted fracture of right patella, initial encounter for closed fracture"
S82045A,10,"Nondisplaced comminuted fracture of left patella, initial encounter for closed fracture"
S82091A,10,"Other fracture of right patella, initial encounter for closed fracture"
S82091B,10,"Other fracture of right patella, initial encounter for open fracture type I or II"
S82091D,10,"Other fracture of right patella, subsequent encounter for closed fracture with routine healing"
S82091G,10,"Other fracture of right patella, subsequent encounter for closed fracture with delayed healing"
S82092A,10,"Other fracture of left patella, initial encounter for closed fracture"
S82092B,10,"Other fracture of left patella, initial encounter for open fracture type I or II"
S82092K,10,"Other fracture of left patella, subsequent encounter for closed fracture with nonunion"
S82101A,10,"Unspecified fracture of upper end of right tibia, initial encounter for closed fracture"
S82101B,10,"Unspecified fracture of upper end of right tibia, initial encounter for open fracture type I or II"
S82101C,10,"Unspecified fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82101D,10,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with routine healing"
S82101E,10,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with routine healing"
S82101K,10,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion"
S82101N,10,"Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S82101P,10,"Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion"
S82101S,10,"Unspecified fracture of upper end of right tibia, sequela"
S82102A,10,"Unspecified fracture of upper end of left tibia, initial encounter for closed fracture"
S82102B,10,"Unspecified fracture of upper end of left tibia, initial encounter for open fracture type I or II"
S82102C,10,"Unspecified fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82102D,10,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with routine healing"
S82102K,10,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with nonunion"
S82102M,10,"Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion"
S82111A,10,"Displaced fracture of right tibial spine, initial encounter for closed fracture"
S82112B,10,"Displaced fracture of left tibial spine, initial encounter for open fracture type I or II"
S82114A,10,"Nondisplaced fracture of right tibial spine, initial encounter for closed fracture"
S82115A,10,"Nondisplaced fracture of left tibial spine, initial encounter for closed fracture"
S82115B,10,"Nondisplaced fracture of left tibial spine, initial encounter for open fracture type I or II"
S82121A,10,"Displaced fracture of lateral condyle of right tibia, initial encounter for closed fracture"
S82122A,10,"Displaced fracture of lateral condyle of left tibia, initial encounter for closed fracture"
S82131A,10,"Displaced fracture of medial condyle of right tibia, initial encounter for closed fracture"
S82132A,10,"Displaced fracture of medial condyle of left tibia, initial encounter for closed fracture"
S82132C,10,"Displaced fracture of medial condyle of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82135A,10,"Nondisplaced fracture of medial condyle of left tibia, initial encounter for closed fracture"
S82135K,10,"Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with nonunion"
S82141A,10,"Displaced bicondylar fracture of right tibia, initial encounter for closed fracture"
S82141B,10,"Displaced bicondylar fracture of right tibia, initial encounter for open fracture type I or II"
S82141C,10,"Displaced bicondylar fracture of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82141D,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with routine healing"
S82141K,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with nonunion"
S82141N,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S82141P,10,"Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with malunion"
S82141S,10,"Displaced bicondylar fracture of right tibia, sequela"
S82142A,10,"Displaced bicondylar fracture of left tibia, initial encounter for closed fracture"
S82142B,10,"Displaced bicondylar fracture of left tibia, initial encounter for open fracture type I or II"
S82142C,10,"Displaced bicondylar fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82142D,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with routine healing"
S82142E,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with routine healing"
S82142H,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with delayed healing"
S82142K,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with nonunion"
S82142N,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S82142P,10,"Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with malunion"
S82142S,10,"Displaced bicondylar fracture of left tibia, sequela"
S82144A,10,"Nondisplaced bicondylar fracture of right tibia, initial encounter for closed fracture"
S82144D,10,"Nondisplaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with routine healing"
S82145A,10,"Nondisplaced bicondylar fracture of left tibia, initial encounter for closed fracture"
S82145B,10,"Nondisplaced bicondylar fracture of left tibia, initial encounter for open fracture type I or II"
S82151A,10,"Displaced fracture of right tibial tuberosity, initial encounter for closed fracture"
S82152A,10,"Displaced fracture of left tibial tuberosity, initial encounter for closed fracture"
S82152B,10,"Displaced fracture of left tibial tuberosity, initial encounter for open fracture type I or II"
S82154A,10,"Nondisplaced fracture of right tibial tuberosity, initial encounter for closed fracture"
S82191A,10,"Other fracture of upper end of right tibia, initial encounter for closed fracture"
S82191B,10,"Other fracture of upper end of right tibia, initial encounter for open fracture type I or II"
S82191C,10,"Other fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82191K,10,"Other fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion"
S82192A,10,"Other fracture of upper end of left tibia, initial encounter for closed fracture"
S82192B,10,"Other fracture of upper end of left tibia, initial encounter for open fracture type I or II"
S82192D,10,"Other fracture of upper end of left tibia, subsequent encounter for closed fracture with routine healing"
S82192Q,10,"Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with malunion"
S82201A,10,"Unspecified fracture of shaft of right tibia, initial encounter for closed fracture"
S82201B,10,"Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82201C,10,"Unspecified fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82201D,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
S82201E,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with routine healing"
S82201G,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with delayed healing"
S82201J,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S82201K,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with nonunion"
S82201M,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with nonunion"
S82201N,10,"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S82201S,10,"Unspecified fracture of shaft of right tibia, sequela"
S82202A,10,"Unspecified fracture of shaft of left tibia, initial encounter for closed fracture"
S82202B,10,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II"
S82202C,10,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82202D,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
S82202G,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with delayed healing"
S82202H,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with delayed healing"
S82202K,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with nonunion"
S82202M,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with nonunion"
S82202P,10,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with malunion"
S82202S,10,"Unspecified fracture of shaft of left tibia, sequela"
S82221A,10,"Displaced transverse fracture of shaft of right tibia, initial encounter for closed fracture"
S82221B,10,"Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82221D,10,"Displaced transverse fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
S82222A,10,"Displaced transverse fracture of shaft of left tibia, initial encounter for closed fracture"
S82222B,10,"Displaced transverse fracture of shaft of left tibia, initial encounter for open fracture type I or II"
S82222D,10,"Displaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
S82225A,10,"Nondisplaced transverse fracture of shaft of left tibia, initial encounter for closed fracture"
S82231A,10,"Displaced oblique fracture of shaft of right tibia, initial encounter for closed fracture"
S82231B,10,"Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82231K,10,"Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with nonunion"
S82232A,10,"Displaced oblique fracture of shaft of left tibia, initial encounter for closed fracture"
S82232B,10,"Displaced oblique fracture of shaft of left tibia, initial encounter for open fracture type I or II"
S82234A,10,"Nondisplaced oblique fracture of shaft of right tibia, initial encounter for closed fracture"
S82241A,10,"Displaced spiral fracture of shaft of right tibia, initial encounter for closed fracture"
S82241B,10,"Displaced spiral fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82241D,10,"Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
S82241S,10,"Displaced spiral fracture of shaft of right tibia, sequela"
S82242A,10,"Displaced spiral fracture of shaft of left tibia, initial encounter for closed fracture"
S82242B,10,"Displaced spiral fracture of shaft of left tibia, initial encounter for open fracture type I or II"
S82242C,10,"Displaced spiral fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82245A,10,"Nondisplaced spiral fracture of shaft of left tibia, initial encounter for closed fracture"
S82251A,10,"Displaced comminuted fracture of shaft of right tibia, initial encounter for closed fracture"
S82251B,10,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82251C,10,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82251K,10,"Displaced comminuted fracture of shaft of right tibia, subsequent encounter for closed fracture with nonunion"
S82251M,10,"Displaced comminuted fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with nonunion"
